subject_id,sentence_id,text,n_channels,sfreq,ai_valence,ai_arousal,eeg_faa,eeg_alpha_suppression
ZAB,72,"Refocusing on academics, Cheney first matriculated to Casper Community College in 1963 and thereafter to the University of Wyoming where he began earning straight A's.",105,500,0.8946569561958313,-0.05115384615384615,-19.681436506979775,5.915412113132152
ZAB,73,"He was re-elected several times, and served until 1784.",105,500,0.7130897045135498,-0.13914285714285715,-19.72173364658738,4.4271166134577955
ZAB,74,"He graduated from Princeton University in 1952, and attended Harvard University in 1954-55.",105,500,0.9144591093063354,0.14200000000000002,-18.17355506264319,12.873441767657331
ZAB,75,"Haeck was educated at Trent University in Peterborough and State University of New York at Buffalo in Buffalo, New York.",105,500,0.6285078525543213,-0.037000000000000005,-17.928215148377255,10.195310255233103
ZAB,76,"After attending the Douglas School in Columbus and St. George's School in Newport, Rhode Island as well as the famous Stonyhurst College in England (where he designed the boys' golf course still in use today) from 1908 to 1913, Bush entered Yale University.",105,500,0.9873773455619812,-0.10099999999999999,-18.63785512488946,11.012807753547566
ZAB,77,"The son of Sir Mortimer Margesson, he grew up in Worcestershire and was educated at Harrow School.",105,500,0.9932732582092285,0.06258333333333334,-19.207341816767983,8.20453939177757
ZAB,78,Keynes was educated at Oundle School.,105,500,0.5993105173110962,-0.16075,-17.962477470751093,10.321124805511475
ZAB,79,The boycott lasted for 381 days.,105,500,-0.9950710535049438,0.19,-19.610798311827406,4.415761023127712
ZAB,80,"He graduated from Dartmouth College in 1930, where he was a member of the Psi Upsilon fraternity, the Dartmouth Glee Club, and the Casque & Gauntlet Society.",105,500,0.9869957566261292,0.022437500000000006,-18.505633044582968,13.765518020157202
ZAB,81,"Burroughs attended John Burroughs School in St. Louis, and The Los Alamos Ranch School in New Mexico.",105,500,0.6117323637008667,-0.12066666666666669,-18.6673392880941,11.18156045356326
ZAB,82,Burroughs graduated from Harvard University in 1936.,105,500,0.9873658418655396,0.2346666666666667,-19.27183370811018,5.432212455106413
ZAB,83,"Walter William Rouse Ball (August 14, 1850 - April 4, 1925) was a British mathematician, lawyer and a fellow at Trinity College, Cambridge from 1878 to 1905.",105,500,0.9891402721405029,-0.11300000000000002,-18.29656550320166,10.862117329371323
ZAB,84,In 1902 Geiger began to study physics and mathematics in Erlangen and later attained a doctorate in 1906.,105,500,0.9843101501464844,-0.03890000000000001,-18.715365477537812,7.497867643284203
ZAB,85,She was the fifth of nine children.,105,500,0.9944831728935242,-0.09939999999999999,-18.72374442033121,10.924287348123913
ZAB,86,In 1907 he began work with Ernest Rutherford at the University of Manchester.,105,500,0.9939529299736023,0.046,-18.284752879348414,11.403206027824908
ZAB,87,Einstein attended the Luitpold Gymnasium where he received a relatively progressive education.,105,500,0.9946743249893188,-0.11814285714285713,-18.310921400626995,12.163061649097136
ZAB,88,"The family was Jewish (non-observant); Albert attended a Catholic elementary school and, at the insistence of his mother, was given violin lessons.",105,500,-0.6809162497520447,-0.08781818181818181,-19.483166341269033,5.233500943237089
ZAB,89,He graduated from Morehouse College with a Bachelor of Arts degree in Sociology in 1948.,105,500,0.7809417843818665,0.00277777777777778,-17.709297391043457,8.690838880853756
ZAB,90,"Elliot and Fokker were able to receive such a large commission because Elliot had close connections to the U.S. Export-Import Bank through his father, Franklin Delano Roosevelt.",105,500,0.9859927892684937,-0.07692857142857143,-18.931722690559116,7.037903830085964
ZAB,91,"Dole is currently special counsel at the Washington, D.C., lobbying firm of Aaron Woo.",105,500,0.9532413482666016,0.033,-18.63226556294906,10.225495382708326
ZAB,92,"This has included becoming a television commercial spokesman for such products as Viagra and Pepsi-Cola, and as an occasional political commentator on the popular American interview program Larry King Live.",105,500,0.6717302799224854,0.04885,-17.66273823424915,18.455343197282886
ZAB,93,"Homer works in the Springfield Nuclear Power Plant, in Sector 7G, although ""working"" in this case refers largely to dozing and eating doughnuts.",105,500,-0.9897950291633606,-0.10330769230769232,-18.378003673027123,11.232360015233327
ZAB,94,He was then hired by the legal department of CBS subsidiary Columbia Records.,105,500,-0.9913479685783386,-0.05322222222222222,-18.66471649386831,10.825781249521349
ZAB,95,His ancestor Johann Valentin Pressler emigrated to North America in 1710.,105,500,0.9031121730804443,-0.238,-18.415464105143577,8.47617492728442
ZAB,96,"His employment by the General Electric company further enhanced his political image; he travelled widely as a GE spokesman, and was noted for his anti-Communist speeches.",105,500,0.9990829229354858,0.06050000000000001,-19.081845906808653,7.806902730927251
ZAB,97,"No doubt, his family connections helped him to secure an immediate post-graduate position at the Victoria University of Manchester, working under Ernest Rutherford and Niels Bohr on Rutherford's atomic theory.",105,500,0.9992251396179199,-0.018941176470588232,-18.807352307720052,9.912418673465751
ZAB,98,"He joined the Foreign Service, working for the State Department from 1956 until 1969.",105,500,-0.614145815372467,-0.05079999999999999,-18.952983150396495,6.340001295215845
ZAB,99,He was born into a family of Swedish nobility.,105,500,0.9986761212348938,-0.075625,-18.298733387492778,14.37883629112385
ZAB,100,"Prior to the war, Lawford had a gained a contract position with the MGM studios.",105,500,0.9647035002708435,0.03500000000000001,-18.38522436936894,14.788107838108711
ZAB,101,"She worked as a librarian at the Fort Erie Public Library from 1974 to 1977, and was head of Special Collections at the St. Catharines Public Library from 1977 to 1990.",105,500,0.8424834609031677,-0.09949999999999999,-18.356235229503866,17.022805988263286
ZAB,102,Senator from Connecticut and a Wall Street executive banker with Brown Brothers Harriman.,105,500,0.9821966886520386,-0.153,-18.261860907528625,11.413205069309479
ZAB,103,"His father-in-law, George Herbert Walker, and Walker's partner, Averell Harriman, brought him on as an officer in their investment banking firm, W. A. Harriman and Company in 1926.",105,500,0.9985803365707397,-0.07479999999999999,-18.445325849920362,12.742085090886006
ZAB,104,"When it merged with Brown Brothers in 1931, he became a partner in the new firm of Brown Brothers Harriman.",105,500,0.9926133155822754,-0.1582727272727273,-18.764520685872178,9.69171519575885
ZAB,105,"Despite his father's opposition to him having a foreign-born wife, Adams wed Louisa Johnson in 1797.",105,500,0.9652240872383118,0.060571428571428575,-19.075753088993768,7.478202677354991
ZAB,106,"In 1925, he joined the United States Rubber Company (based in New York City) as manager of the foreign division, and moved to Greenwich, Connecticut.",105,500,0.5877053737640381,0.010470588235294113,-18.59927723008231,9.976900658846157
ZAB,107,"As a managing partner of Brown Brothers Harriman, he sat on several corporate boards, including the following:",105,500,0.9943653345108032,-0.2030909090909091,-19.16882746597296,8.162581090589878
ZAB,108,He moved to San Juan where he started to work for the Texas Company as a file clerk.,105,500,-0.701769232749939,0.02925000000000001,-18.917519913643222,7.811328744965913
ZAB,109,He later earned a Ph.D. in economics from the University of Virginia.,105,500,0.7095606923103333,-0.037333333333333336,-18.36358923742113,11.223521969516453
ZAB,110,The couple named one of their sons after George Washington.,105,500,0.9924347400665283,-0.08650000000000001,-18.26468201096153,14.12497794553404
ZAB,111,"Snow graduated with a law degree from the George Washington University in 1967 and then taught economics at the University of Maryland, University of Virginia, as well as law at George Washington.",105,500,0.7096164226531982,0.0229047619047619,-18.71437979658235,11.418523392384007
ZAB,112,He also served as a Visiting Fellow at the American Enterprise Institute in 1977 and a Distinguished Fellow at the Yale School of Management from 1978 until 1980.,105,500,0.9839062094688416,-0.07427777777777778,-19.288407972793088,6.212058101193342
ZAB,113,"In 1974, his first year as a University of Arkansas law professor, Clinton ran for the House of Representatives.",105,500,-0.7385601997375488,-0.1038,-18.32282787597227,8.378771938198577
ZAB,114,"Bessel was the son of a civil servant, and at the age of 14 he was apprenticed to the import-export concern Kulenkamp.",105,500,-0.6774923801422119,-0.08753846153846155,-19.38669490171803,5.52038195148017
ZAB,115,"Within two years he had left Kulenkamp and become an assistant at Lilienthal Observatory near Bremen, Germany.",105,500,-0.791202187538147,-0.18836363636363637,-19.08612716730327,7.815324454860618
ZAB,116,He had an elder brother named Emmet Olson.,105,500,0.9704222083091736,-0.295,-17.8215214150297,8.515343035097652
ZAB,117,"Nicholas Clooney (born January 13, 1934) is an American television anchorman, game show and American Movie Classics host, as well as a politician from the state of Kentucky.",105,500,0.9936400055885315,0.044222222222222225,-18.899455672857584,9.239809470776807
ZAB,118,"After his loss, he went back to writing a column for The Cincinnati Post three times a week that has a wide range of topics.",105,500,-0.8669313192367554,-0.12341176470588235,-19.163830595889337,6.047955755935866
ZAB,119,"In 1974, he gained his first national fame by hosting the short-lived ABC daytime game show Money Maze.",105,500,0.9790225625038147,0.14379999999999998,-19.220002983617775,5.283782691593549
ZAB,120,"He then returned to local and syndicated radio and television in Cincinnati, including a stint as news anchor for WKRC-TV.",105,500,0.5143317580223083,-0.12428571428571429,-17.587050981459917,14.721285093231277
ZAB,121,"By 1936 he had grown bored with Hollywood, and abandoned his film career.",105,500,-0.9996761083602905,-0.02000000000000001,-18.875427205277354,8.48144366681812
ZAB,122,"Ruth Jayne Lawrence (born August 2, 1971) is an Associate Professor of mathematics at the Einstein Institute of Mathematics, Hebrew University of Jerusalem, and a researcher in knot theory and algebraic topology.",105,500,0.9908916354179382,-0.09854545454545455,-19.715315099334017,5.35872531914497
ZAB,123,"Ricky Byrdsong (June 24, 1956 - July 2, 1999) was a former Northwestern University basketball coach.",105,500,0.9440591931343079,0.13416666666666668,-17.36535197262382,18.888661612181043
ZAB,124,"He spent the remainder of his life in private pursuits, such as writing and painting.",105,500,0.8882174491882324,-0.0828181818181818,-18.426155684103083,13.066423843864724
ZAB,125,"He had also been head coach at the University of Arizona and assistant coach at Eastern Illinois University, Western Michigan University and Iowa State University, his alma mater.",105,500,0.9386802315711975,0.0025499999999999993,-17.062421164812857,20.262904869182503
ZAB,126,"He went to school at Marlborough College, and went to Balliol College, Oxford University, and was president of the Oxford Union and editor of Isis.",105,500,0.8997381925582886,0.02215789473684211,-18.079163531296427,12.133693508806308
ZAB,127,Reynolds then signed with Metro-Goldwyn-Mayer and was cast in Three Little Words which starred Fred Astaire and Red Skelton.,105,500,0.996785044670105,-0.15283333333333335,-18.274416955172978,10.645137677927014
ZAB,128,In 1948 she won the Miss Burbank Beauty Contest which resulted in a motion picture contract with Warner Bros.,105,500,0.907926082611084,-0.017555555555555553,-19.284564975007907,5.795529407272751
ZAB,129,He published several poetry collections in the 1930s before starting to write for the stage.,105,500,-0.9176523685455322,-0.2028888888888889,-18.289934374538234,14.240989875357958
ZAB,130,"Eventually, the band settled on Chad Channing, with whom the band recorded the album Bleach, released on Sub Pop Records in 1989.",105,500,0.9315404891967773,-0.11053846153846154,-19.3973476569869,6.893935640909795
ZAB,131,"In 1876, Meyer became the first Professor of Chemistry at the University of Tuebingen, where he served until his death there.",105,500,0.901979923248291,0.046142857142857145,-18.29882186273383,9.168737756641628
ZAB,132,"Returning home after the war, he found work in the television industry with March of Time and then joined the CBS network.",105,500,0.6290279626846313,-0.092375,-17.910111725833133,14.129810009540192
ZAB,133,"He won directing Emmys for his work on the original 1854 CBS teleplay, Twelve Angry Men.",105,500,0.9984142780303955,0.051000000000000004,-18.267322074262715,9.218420933556974
ZAB,134,He and his wife had seven children.,105,500,0.993893027305603,-0.02679999999999999,-18.126109083659774,10.141684313691929
ZAB,135,She was a TV news reporter for NBC's Dateline NBC from 1989 until 2004.,105,500,0.9132866263389587,-0.09125,-17.901387772663742,11.328483838509857
ZAB,136,"Her broadcast journalism career started with KYW-TV in Philadelphia, Pennsylvania.",105,500,0.8804753422737122,0.1048,-19.465327480768686,5.506498528669297
ZAB,137,"Clive Jay Davis (born April 4, 1934) is the founder of Arista Records, and member of the Rock and Roll Hall of Fame as a nonperformer.",105,500,0.9993751645088196,-0.1018125,-17.64379822649539,20.437266686839497
ZAB,138,"In 1974, he founded Arista Records, naming it after his secondary school honor society.",105,500,0.8796554207801819,-0.0955,-18.73637459972036,8.438861587709669
ZAB,139,"Henry Ford (July 30, 1863 - April 7, 1947) was the founder of the Henry Ford Motor Company which later became Cadillac and Ford Motor Company.",105,500,0.9957828521728516,-0.08242857142857142,-19.11417377914565,6.70005107799337
ZAB,140,"Henry Ford, with eleven other investors and $28,000 in capital, incorporated the Ford Motor Company in 1903.",105,500,0.9950268864631653,-0.23950000000000005,-19.28276471742702,5.637767443245643
ZAB,141,"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.",105,500,0.9975904226303101,-0.16312500000000002,-18.49338524267937,9.35241115603397
ZAB,142,Ball however was elected to the Senate for the same seat in 1942.,105,500,-0.8033621311187744,-0.201625,-18.311886963281832,13.013076183636496
ZAB,143,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.",105,500,-0.5318514704704285,-0.06630769230769232,-17.946683717379617,12.091812040325333
ZAB,144,"With his interest in race cars, he formed a second company, the Henry Ford Company.",105,500,0.8704848289489746,-0.16333333333333333,-18.05062052741571,11.142870477028271
ZAB,145,"John Davison Rockefeller (July 8, 1839 - May 23, 1937) was an American capitalist most known for his role in the early petroleum industry and the founding of Standard Oil (ExxonMobil is the largest of its descendants).",105,500,0.9970909357070923,-0.16152631578947368,-19.101007412976028,6.751916043585269
ZAB,146,"He founded the University of Chicago in 1890, the Rockefeller Institute for Medical Research (now Rockefeller University) in New York City in 1901, the General Education Board in 1902, the Rockefeller Foundation in 1913, and the Laura Spelman Rockefeller Memorial in 1918, as well as giving large gifts to other institutions.",105,500,0.9990659356117249,-0.07524000000000002,-18.980974238754527,8.099582588197345
ZAB,147,His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,105,500,0.9986796975135803,-0.03155555555555556,-18.627834353784685,9.189885788813026
ZAB,148,It was published in 1950 and earned him some respect as a writer.,105,500,0.9997194409370422,-0.14855555555555555,-18.632443660259042,10.714409909162002
ZAB,149,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",105,500,0.9960628151893616,-0.29183333333333333,-18.597069037182607,7.217459286590931
