sentence_id,text,mean_eeg_faa_z,ai_valence,ai_valence_z,alignment_score
354,"After his discharge in 1919, Bush went to work for the Simmons Hardware Company in St. Louis, Missouri.",-0.18798648977272264,-0.8562126159667969,-2.328205480988844,0.43767117584070614
202,"John Fitzgerald Kennedy (May 29, 1917 - November 22, 1963), often referred to as Jack Kennedy or JFK, was the 35th President of the United States.",0.9441614640152596,0.9873995780944824,0.4590882771683235,0.4334534598834876
173,He was one of the founder members of the Lunar Society.,0.9090217004093428,0.9948245286941528,0.4703138041678475,0.4275254539906434
203,"John Fitzgerald Kennedy (May 29, 1917 - November 22, 1963), also known as JFK, was the 35th president of the United States of America.",0.9003993463273459,0.9961158037185669,0.4722660383889095,0.42522803225797934
116,He had an elder brother named Emmet Olson.,0.9581819801542958,0.9704222083091736,0.43342077671191,0.4152959780698308
356,"In 1879, he left home for the nearby city of Detroit to work as an apprentice machinist, first with James F. Flower & Bros., and later with the Detroit Dry Dock Co.",-0.1719325372180134,-0.8726251721382141,-2.3530190592019604,0.40456053697093597
186,"Robert Joseph Dole (born July 22, 1923) is best known as a former Republican United States Senate Majority Leader and Senator from Kansas.",0.832200376889519,0.9971217513084412,0.47378689589208817,0.39428563332671107
179,"Jose Vicente Ferrer de Otero y Cintron (January 8, 1909 - January 26, 1992), was an actor and film director, born in Santurce, Puerto Rico.",0.8362196140298769,0.9949461817741394,0.47049772726816086,0.39343942789811576
209,Bush was elected to a second term in the 2004 election.,0.8293920187542122,0.9933967590332031,0.4681552084084625,0.3882841933921936
336,"Rodgers shortly fled debt and prosecution by going to Barbados, leaving Deborah behind.",-0.16338547645480023,-0.8835954666137695,-2.369604669459562,0.3871589879291699
86,In 1907 he began work with Ernest Rutherford at the University of Manchester.,0.8234924486795906,0.9939529299736023,0.4689960640914725,0.3862147172397769
384,"The most important item on Clinton's legislative agenda, however, was a complex health care reform plan, the result of a taskforce headed by Hillary Clinton, aimed at achieving universal coverage.",-0.18607586571579532,-0.6696971654891968,-2.0462191974359767,0.3807520086071793
199,"Ulysses S. Grant (April 27, 1822 - July 23, 1885) was the 18th President of the United States (1869 - 1877).",0.8063153121264339,0.9958440661430359,0.47185520771064965,0.3804640790836958
259,"Adolf Otto Reinhold Windaus (December 25, 1876 - June 9, 1959) was a significant German chemist.",0.808327231002651,0.9935687780380249,0.4684152780152749,0.3786328246374241
99,He was born into a family of Swedish nobility.,0.7868292836921273,0.9986761212348938,0.47613689423112315,0.3746384514272688
51,Three other children had been born to them but had died young.,-0.147725834899135,-0.9921098351478577,-2.5336638045964044,0.37428760088772267
137,"Clive Jay Davis (born April 4, 1934) is the founder of Arista Records, and member of the Rock and Roll Hall of Fame as a nonperformer.",0.7414536859217007,0.9993751645088196,0.47719375367280586,0.35381706755951403
256,"Johannes (Hans) Wilhelm Geiger (September 30, 1882 - September 24, 1945) was a German physicist.",0.7539442255853099,0.9871755242347717,0.45874953785716344,0.3458715650573379
278,"Henry David Reginald Margesson, 1st Viscount Margesson, of Rugby (July 26, 1890-December 24, 1965) was a British Conservative politician most popularly remembered for his tenure as Government Chief Whip in the 1930s.",0.7156128429915029,0.9967713952064514,0.47325720457232257,0.338668933630211
218,"Weinberger moved to Washington in January 1970 to become chairman of the Federal Trade Commission, subsequently serving as deputy director (1970-72) and director (1972-73) of the Office of Management and Budget, and as Secretary of Health, Education, and Welfare (1973-75).",0.7451192708551525,0.9789414405822754,0.446300710472165,0.33254725996915613
265,"David Manners (April 30, 1901 - December 23, 1998) was a Canadian film actor.",0.6981607049262549,0.9944924116134644,0.4698116877959976,0.3280040591342473
102,Senator from Connecticut and a Wall Street executive banker with Brown Brothers Harriman.,0.7246917552316015,0.9821966886520386,0.45122220787564904,0.32699701382488267
246,"Lawford became an American citizen in 1960, in time to vote for his brother-in-law John F. Kennedy.",0.6779128354300832,0.9985620379447937,0.4759644156353369,0.3226623865671739
234,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.",0.6531943146751878,0.9974259734153748,0.4742468388141847,0.30977533886610564
175,He was the founder and first president of the Naval War College between 1884 and 1886.,0.6984529023828319,0.9727973937988281,0.43701173782135877,0.3052321166566932
314,"Henry Bolte was born in Ballarat, the son of a publican of German descent (the family name was pronounced Bol-tee).He was to spend the first 24 years of his life (apart from three years at boarding school) in the small western district town of Skipton.",0.8850717588859107,0.9085322022438049,0.339851408840514,0.30079288418232847
219,"Mildred Bailey (February 27, 1907 - December 12, 1951) was a popular American singer during the 1930s.",0.6298284199123719,0.9984379410743713,0.47577679785245974,0.2996577488223827
164,"He attended secondary school (Volksschule), and learned the trade of a joiner.",-0.14722569484778472,-0.6603227257728577,-2.032046305006787,0.29916942921749773
275,"As he once joked, he was the youngest ex-governor in the nation's history.",0.6290128507265705,0.9969333410263062,0.47350204487783515,0.2978388710734676
310,Koldewey was a self-trained classical era archaeological historian.,0.627793104141971,0.9941672086715698,0.4693200246723771,0.294635875125058
171,He was elected to the Bulgarian national assembly in 1913 and 1920.,0.6252724749110461,0.9932900667190552,0.4679939039745767,0.292623706581466
125,"He had also been head coach at the University of Arizona and assistant coach at Eastern Illinois University, Western Michigan University and Iowa State University, his alma mater.",0.7524643134909516,0.9386802315711975,0.3854311756893481,0.29002320501309564
197,"John William Coltrane (September 23, 1926 - July 17, 1967) was an American jazz saxophonist and composer.",0.6093176891322096,0.995622456073761,0.4715201630820534,0.2873055761483994
252,"Johann Joachim Quantz (January 30, 1697 - July 12, 1773) was a German flutist, flute maker and composer.",0.6637406116239277,0.9659428596496582,0.4266486038007658,0.2831840052352151
174,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",0.6037894796709857,0.9912424087524414,0.4648981204428945,0.28070059424223454
215,"In 1775, Franklin became the first United States Postmaster General.",0.5910954529260289,0.993712842464447,0.4686330840581251,0.27700688507745924
123,"Ricky Byrdsong (June 24, 1956 - July 2, 1999) was a former Northwestern University basketball coach.",0.6901974988786057,0.9440591931343079,0.39356344235503843,0.27163650356350183
104,"When it merged with Brown Brothers in 1931, he became a partner in the new firm of Brown Brothers Harriman.",0.5776540176741036,0.9926133155822754,0.4669707472470131,0.2697475282835155
192,"John Sidney Blythe (February 15, 1882 - May 29, 1942), better known as John Barrymore, became famous as a Shakespearean actor, lauded for his Hamlet.",0.5618692391780049,0.9990265369415283,0.47666667566509763,0.2678243423974572
198,"Catherine of Braganza (25 November 1638 - 30 November 1705), or Catarina de Bragana was the queen consort of King Charles II of England.",0.6004758868255992,0.9781486988067627,0.4451021914941312,0.2672731331654561
183,"John Winthrop (February 12, 1606-April 5, 1676), generally known as John Winthrop the Younger, was governor of Connecticut.",0.5958575122455515,0.9802255034446716,0.44824204087395314,0.2670883873590225
59,"At the age of 17, and having barely passed West Point's height requirement for entrance, Grant received a cadetship to the United States Military Academy at West Point, New York, through his U.S.",0.8326975885878591,0.8956990838050842,0.320449459212951,0.2668374919509078
85,She was the fifth of nine children.,0.5667168417333214,0.9944831728935242,0.46979772009362203,0.2662422801849724
211,"Klaas (born August 23, 1983 in Rockford, Illinois) is an American soccer defensive midfielder, who currently plays for the Seattle Sounders of the USL First Division.",0.6042462343520919,0.97440505027771,0.43944229826312775,0.26553135394052374
264,"Elvis Aron Presley (January 8, 1935 - August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor.",0.5577830981764704,0.9982466697692871,0.4754876213561808,0.265218958584611
210,"In 1966, he was elected the 33rd Governor of California, defeating two-term incumbent Pat Brown; he was reelected in 1970, defeating Jesse Unruh, but chose not to seek a third term.",0.590527455178354,0.9801946878433228,0.44819545182796494,0.2646717195904807
196,"Jorge Amado de Faria (August 10, 1912 - August 6, 2001) was a Brazilian writer of the Modernist school.",0.5610242860290253,0.9943314790725708,0.46956837943203583,0.2634392648126644
172,He also created the Defense Intelligence Agency and the Defense Supply Agency.,0.7314871157627069,0.9206926822662354,0.3582364196209258,0.2620453253496698
292,"Bush is a Republican, and has Dick Cheney as his Vice President.",0.5490284659260147,0.9950227737426758,0.47061352402656487,0.2583802211403406
258,"Irwin Allen Ginsberg (IPA: /?g?nz?b?g/) (June 3, 1926 - April 5, 1997) was an American Beat poet born in Paterson, New Jersey.",0.6492547799550854,0.9463966488838196,0.3970973611702695,0.2578173598473484
222,"John W. Duarte(October 2, 1919 - December 23, 2004) was a British composer and classical guitarist.",0.5415696692063058,0.9935184121131897,0.46833913150877576,0.2536382685275762
344,His father changed the family name from Levy when he was a child.,-0.10585659264595804,-0.8954670429229736,-2.3875528966695576,0.2527382144034265
168,"In 1867, his brother's company, Rockefeller & Andrews, absorbed this refinery, and in 1870, the company became Standard Oil.",1.001189997517126,0.8502318263053894,0.2517090790843893,0.25200861226353777
305,"He was, for a short time, a commentator opposite Bill Clinton on CBS's 60 Minutes.",-0.10050480597205898,-0.9281597137451172,-2.4369798193236716,0.24492818389894896
182,"Sir Henry Edward Bolte (20 May 1908 - 4 January 1990), Australian politician, was the longest serving Premier of the state of Victoria.",0.5142416671830294,0.9963766932487488,0.47266046828115416,0.24306170722041212
327,"Bush and his former wife, Sharon Smith, were married for 23 years.",0.5105594929012977,0.9924625158309937,0.46674275829856005,0.23829994599226575
193,"John Drew Barrymore, also known as John Barrymore, Jr., (June 4, 1929 - November 29, 2004) was an actor, one of The Barrymores, a family of actors that included his father, John Barrymore, and his father's siblings, his uncle Lionel and his aunt Ethel.",0.4881948249093645,0.9989442229270935,0.47654222794264167,0.23264544953237642
213,"Bill ""Billy"" Boucher (b. November 10, 1899 in Ottawa, Ontario, Canada, died November 10, 1958) was a Canadian professional ice hockey rightwinger who played in the National Hockey League for the Montreal Canadiens, Boston Bruins and New York Americans.",0.5031486373930136,0.9876046180725098,0.4593982700468525,0.23114561359478156
200,"He was a prodigy, learning Latin at three, Greek at four, and writing sermons at seven.",0.47689660000188827,0.9955546259880066,0.471417613112354,0.2248174568742872
191,"Elizabeth Rogers (May 18, 1934 - November 6, 2004) was an American actress.",0.4976417919294317,0.9805593490600586,0.44874677055786044,0.2233151470229592
300,"Joseph Forney Johnston (March 23, 1843 - August 8, 1913) was an American Democratic politician who was the Governor of Alabama from 1896 to 1900.",0.5057948495817117,0.974840521812439,0.44010067267316644,0.22260065353553438
302,"Arnold Alois Schwarzenegger (born July 30, 1947 in Thal, Styria, Austria) is an Austrian-American actor, Republican politician, and bodybuilder, currently serving as the 38th Governor of California.",0.476066587384021,0.9906116127967834,0.46394444177037336,0.22086844712940631
255,"Drew Blythe Barrymore (born February 22, 1975 in Culver City, California) is an American film and television actress and producer.",0.4676376370507003,0.995747983455658,0.4717099436059436,0.22058932340120257
227,"Stephen Harriman Long (December 30, 1784 - September 4, 1864) was a U.S. engineer, explorer, and military officer.",0.4693655577496186,0.987730085849762,0.45958796045653383,0.21571475939469065
67,"He was elected the Natrona County High School senior class president, represented the school at Boys State, and played halfback on the football team.",0.4608872890036083,0.9920733571052551,0.466154402628817,0.214844638884692
83,"Walter William Rouse Ball (August 14, 1850 - April 4, 1925) was a British mathematician, lawyer and a fellow at Trinity College, Cambridge from 1878 to 1905.",0.4633171247187846,0.9891402721405029,0.46171997252430086,0.2139227700951953
224,"John Fitzgerald Kennedy Jr., often referred to as John F. Kennedy, Jr., JFK Jr. or John-John (November 25, 1960 - July 16, 1999) was an American lawyer, journalist, and publisher.",0.48903275841540683,0.9711366891860962,0.43450097573369123,0.21248521069723278
176,"Her mother was a Lyman, another very old American family.",0.5547632597235318,0.9339327216148376,0.3782535789524765,0.20984118846176816
77,"The son of Sir Mortimer Margesson, he grew up in Worcestershire and was educated at Harrow School.",0.44624735845943386,0.9932732582092285,0.467968491767674,0.20882970329356984
189,"John Alston Maxton, Baron Maxton (born May 5, 1936) was a Labour backbench Member of Parliament in the British House of Commons.",0.47450447921858363,0.9732042551040649,0.4376268574111376,0.2076559040679372
217,"Caspar Willard Weinberger (born August 18, 1917) is best known as United States Secretary of Defense under President Ronald Reagan from 1981 through 1987, and for his related roles in the Strategic Defense Initiative program (popularly known as Star Wars), and in the Iran-Contra Affair.",0.43299041858570175,0.9954206347465515,0.47121503637080364,0.20403159584207095
181,"During World War II, he accompanied FDR as a military aide to the Casablanca meeting of 1943 and the subsequent Cairo and Tehran Conferences.",0.4416852972984219,0.9866225123405457,0.45791345822722374,0.2022536419340398
237,"J. Carrol Naish or Joseph Patrick Carrol Naish (January 21, 1897 - January 24, 1973) was an American actor born in New York City, New York.",0.4250741968980991,0.9909541010856628,0.4644622380145675,0.19743091281353603
185,"(July 9, 1845 - December 7, 1912) was a British astronomer and mathematician, the second son and fifth child of Charles and Emma Darwin.",0.42157598932616525,0.9913448095321655,0.4650529366537413,0.19605515185883945
184,"They were lovers, and he addressed both poems and surviving letters to her.",0.4028511832607412,0.999516487121582,0.4774074144620479,0.1923241418134871
254,"Kim Basinger (born December 8, 1953 in Athens, Georgia) is an American film actress of Irish, Swedish and 1/8th Cherokee descent.",0.40543087019476703,0.9951663017272949,0.47083051904153517,0.19088922704926342
194,Kennedy was given the news that his mother's car had been involved in a fatal accident.,-0.07560081976888074,-0.9826200604438782,-2.5193165411730423,0.19046239576998317
84,In 1902 Geiger began to study physics and mathematics in Erlangen and later attained a doctorate in 1906.,0.41255875922063934,0.9843101501464844,0.4544174774939289,0.18747391068306812
131,"In 1876, Meyer became the first Professor of Chemistry at the University of Tuebingen, where he served until his death there.",0.5662225314105711,0.901979923248291,0.32994524397312475,0.18682243126934117
229,"Julius Henry Marx, known as Groucho Marx (October 2, 1890 - August 19, 1977), was an American comedian, working both with his siblings, the Marx Brothers, and on his own.",0.39393451687727626,0.9947056174278259,0.4701340263211425,0.18520202052638796
207,"Before entering politics, Reagan was also a broadcaster, film actor, and head of the Screen Actors Guild.",0.408597872856276,0.9820353984832764,0.45097835882643406,0.18426879812069533
178,"Peyton Williams Manning (born March 24, 1976 in New Orleans, Louisiana) is an American football quarterback for the Indianapolis Colts NFL franchise.",0.40078842675983395,0.9831002950668335,0.45258833928218983,0.18139216847075482
100,"Prior to the war, Lawford had a gained a contract position with the MGM studios.",0.4221546500825742,0.9647035002708435,0.4247748590556337,0.17932068198850581
105,"Despite his father's opposition to him having a foreign-born wife, Adams wed Louisa Johnson in 1797.",0.4208755230923166,0.9652240872383118,0.4255619165559455,0.17910859423865233
230,"Jorge Amado de Faria (August 10, 1912 - August 6, 2001) was a Brazilian writer of the Modernist school.",0.37628389906535287,0.9943314790725708,0.46956837943203583,0.17669102069048548
267,"Stephen Baldwin (born May 12, 1966) is an American actor.",0.37455780815505973,0.9951463341712952,0.47080033078156214,0.17634193997621903
69,"Since then, Miguel has been cast in many major movies, usually in the role of villain.",0.36481633092078725,0.9986853003501892,0.4761507718192899,0.17370757754021432
68,"Following high school, Cheney earned an academic scholarship and attended Yale University in 1959.",0.4389783749119641,0.9433788657188416,0.39253487877494236,0.17231432318088905
214,"Dr. Benjamin Franklin (January 17, 1706 - April 17, 1790) was an American publisher, journalist, author, philanthropist, abolitionist, public servant, statesman, scientist, librarian, diplomat, poet, musician, philosopher, economist, and inventor.",0.3636744086366685,0.9930128455162048,0.46757478278910036,0.1700449826242448
266,"Francis Ford Coppola (born April 7, 1939 in Detroit, Michigan) is an Italian American film director, screenwriter, vintner, magazine publisher, and hotelier, most renowned for directing the highly regarded Godfather trilogy.",0.350570306198385,0.9989030361175537,0.47647995902430923,0.167039725132546
286,"Generally regarded as a member of the moderate New Democrat wing of the Democratic Party, he headed the centrist Democratic Leadership Council in 1990 and 1991.",0.3483393884787788,0.9948227405548096,0.4703111007415813,0.16382788122710376
232,She succumbed to diabetes in September 2002.,-0.06431591351744378,-0.9941752552986145,-2.5367864421623314,0.1631557374263364
135,She was a TV news reporter for NBC's Dateline NBC from 1989 until 2004.,0.4601287526322607,0.9132866263389587,0.34703945882561504,0.15968283330360505
253,"In so doing, he earned his way into the executive program at the bank.",0.3292825135100845,0.9965080618858337,0.47285907999751403,0.15570422639764753
251,"William Seward Burroughs (February 5, 1914 - August 2, 1997) was an American novelist, essayist, social critic and spoken word performer.",0.32738913703596123,0.9935318231582642,0.46835940720577257,0.15333578214777224
58,He graduated from New York University`s College of Arts and Sciences in 1953 and received a scholarship to Harvard Law School.,0.34702011243337394,0.9744258522987366,0.439473748122025,0.15250622948482137
95,His ancestor Johann Valentin Pressler emigrated to North America in 1710.,0.45754323616451753,0.9031121730804443,0.331657053484909,0.15174744154827374
385,"On 29 January 1839, Darwin married his cousin Emma Wedgwood at Maer in an Anglican ceremony arranged to also suit the Unitarians.",0.3274167588127205,0.9901342988014221,0.4632228071857046,0.15166691013687317
269,"Helen Traubel (June 16, 1899 - July 28, 1972), was an American operatic soprano, best known for her Wagnerian roles, especially that of Brunnhilde.",0.3188819802491918,0.997747004032135,0.474732193943184,0.15138354209264587
90,"Elliot and Fokker were able to receive such a large commission because Elliot had close connections to the U.S. Export-Import Bank through his father, Franklin Delano Roosevelt.",0.32917919499872383,0.9859927892684937,0.45696140161046234,0.15042218632762053
260,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.",0.3138166502878879,0.9996283054351807,0.47757646871789683,0.14987144766936866
241,"Sir Charles Galton Darwin, FRS (December 18, 1887 - December 13, 1962) was the English physicist grandson of Charles Darwin who served as director of the National Physical Laboratory (NPL) during World War II.",0.31748663031064084,0.995884120464325,0.47191576445901345,0.14982694584856227
240,"John W. Duarte(October 2, 1919 - December 23, 2004) was a British composer and classical guitarist.",0.3190494102742007,0.9935184121131897,0.46833913150877576,0.14942332371620623
277,"He is a strong supporter of the Democratic Party and is of mostly Irish American heritage, although he also has some distant German ancestry.",0.3084631378491058,0.9959338307380676,0.471990919709215,0.1455918001297898
190,"Brooks Adams (1848 - 1927), was an American historian and a critic of capitalism.",0.300760378707625,0.9924479722976685,0.46672077043159466,0.1403711156657209
212,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.",0.29267959211320166,0.9974259734153748,0.4742468388141847,0.13880237134511086
187,He became a second lieutenant in the Army's 10th Mountain Division.,0.8279526343916522,0.7938246130943298,0.16642895683054343,0.13779529324690298
76,"After attending the Douglas School in Columbus and St. George's School in Newport, Rhode Island as well as the famous Stonyhurst College in England (where he designed the boys' golf course still in use today) from 1908 to 1913, Bush entered Yale University.",0.29464460093476524,0.9873773455619812,0.4590546645684132,0.1352579784490026
233,"Reagan was born in Tampico, Illinois, the second of two sons to Catholic, Irish-American democrat John ""Jack"" Reagan and Nelle Wilson, who was of Scottish and English descent.",0.2890809352710139,0.9922747015953064,0.4664588084263958,0.1348443486053052
170,Libby was a founding member of the Project for the New American Century.,0.28347962324037324,0.997262716293335,0.4740000159960769,0.13436934595049876
247,He and his wife belonged to the Epiphany Catholic Church in Miami for many years.,0.29487308553261293,0.9850132465362549,0.45548046470181514,0.1343089300264526
283,Samuel Adams (5 June 1805 - 27 February 1850) was a Democratic Governor of the State of Arkansas.,0.32245290345102645,0.9536770582199097,0.40810436121327237,0.13159443618424613
110,The couple named one of their sons after George Washington.,0.2780056752200387,0.9924347400665283,0.46670076507722447,0.12974546132100245
378,"Therefore, from a very young age, Lincoln was exposed to anti-slavery sentiment.",0.33737848077915117,0.9327778220176697,0.37650752604131993,0.1270255371377372
220,"Recep Tayyip Erdogan (born February 26, 1954) became prime minister of Turkey on March 14, 2003.",0.2596905468927662,0.9976081848144531,0.47452231795071476,0.12322896026144421
97,"No doubt, his family connections helped him to secure an immediate post-graduate position at the Victoria University of Manchester, working under Ernest Rutherford and Niels Bohr on Rutherford's atomic theory.",0.25007033907636916,0.9992251396179199,0.4769669362090682,0.11927528346601864
225,"Sir Henry Edward Bolte (20 May 1908 - 4 January 1990), Australian politician, was the longest serving Premier of the state of Victoria.",0.25138780365706154,0.9963766932487488,0.47266046828115416,0.11882107699671754
248,Stella Dorothea Gibbons (5 January 1902 - 19 December 1989) was an English novelist and poet.,0.2696521389423586,0.9751260876655579,0.4405324098478852,0.11879050658891402
208,"He remained in Hollywood for the duration of the war, attaining the rank of captain.",0.805586724428001,0.778944194316864,0.1439317643565515,0.11594951858913724
250,"John Davison Rockefeller (July 8, 1839 - May 23, 1937) was an American capitalist most known for his role in the early petroleum industry and the founding of Standard Oil (ExxonMobil is the largest of its descendants).",0.24359187187951833,0.9970909357070923,0.4737403068460999,0.11539928812941887
301,"Hanks is a Democrat and has supported many candidates, including Hilary Clinton, Diane Feinstein, Al Gore, and John Kerry.",0.23927532175853244,0.9980534315109253,0.47519547109100896,0.11370254924349857
226,"Elizabeth Rogers (May 18, 1934 - November 6, 2004) was an American actress.",0.24333942602490732,0.9805593490600586,0.44874677055786044,0.10919778157808054
238,"Dr. Benjamin Franklin (January 17, 1706 - April 17, 1790) was an American publisher, journalist, author, philanthropist, abolitionist, public servant, statesman, scientist, librarian, diplomat, poet, musician, philosopher, economist, and inventor.",0.2302272624879726,0.9930128455162048,0.46757478278910036,0.10764846224994298
107,"As a managing partner of Brown Brothers Harriman, he sat on several corporate boards, including the following:",0.22891322354145432,0.9943653345108032,0.46961956430267665,0.107502128302659
